0134daab101a12c3fa0972169cedf17ba0f5fe9f	2026-07-30T23:52:25+08:00	fix(build): the script-path check read two extensions, under a header claiming all
0656e8c871497a15651b63f7c9ea462fce0c1b7e	2026-07-30T23:42:37+08:00	fix(build): the fabricated-sha sweep's ok line asserted a universal it cannot hold
4dd9a094facdcd12bbe47b32eecbca5901961391	2026-07-30T23:41:24+08:00	fix(build): a fronted subordinate clause let a foreign negator mask the claim
f81fb21316dc8dd445ec485d39e31c0fcae88385	2026-07-30T23:35:44+08:00	fix(build): the fabricated-sha sweep rejected prose about anything fabricated
b6947d3cab6d2e11c45addbc1276b3fd367a2603	2026-07-30T23:02:45+08:00	fix(build): the fabricated-sha sweep was defeated by a bullet list
324c6fa3084bf10bb8e6d2c9b09b830f4b7fb20a	2026-07-30T22:53:43+08:00	fix(build): the fabricated-sha sweep pinned two stems, not the claim
a8509dd2ac6a1c6c959e4fce6abac2fb3c2492cb	2026-07-30T22:45:57+08:00	fix(build): the fabricated-sha sweep was defeated by an adjective
77cda1be7c1e423c1e5320d711b87a03547d5c72	2026-07-30T22:11:22+08:00	fix(build): the script-path check read only .md, under a header claiming all
2a3e07639682a9795a2ade9e6f9bf4a59db75883	2026-07-30T22:06:30+08:00	fix(build): the fabricated-sha sweep rejected true statements of its own limit
c5ad159eb04e4187bfdbe144d3032551339ab62b	2026-07-30T22:03:35+08:00	fix(build): the fabricated-sha sweep matched one wording, not the claim
2997906842bec5620c6ea30855e62701a0de6dd9	2026-07-30T22:00:47+08:00	fix(build): the fabricated-sha sweep still passed on the natural correction
194ad1d34702d1bc769c91a16813f5db843b718c	2026-07-30T21:36:46+08:00	fix(build): the script-path check accepted paths the installed skill cannot resolve
4538583b13d41905af7db4b52e824f74cfc687df	2026-07-30T21:33:56+08:00	fix(build): the fabricated-sha sweep passed on the exact edit it exists to catch
19bf9614335f0fddb5c96af43ff4111088c09aec	2026-07-30T21:12:30+08:00	fix(build): a documented limitation came back as a safety guarantee
b805a7653a4f4363eceaf53b82ec093cf758e6db	2026-07-30T21:11:20+08:00	fix(build): the round-cap paragraph published a ratio the record does not hold
edcc26d7ac429b7295ac1334bb91fa9c434315d2	2026-07-30T21:09:21+08:00	fix(build): Diagnosis step 3 told you to run a script that does not exist
930b4f4f1dcee7f7031f001aac14eaad3287681b	2026-07-30T21:08:32+08:00	fix(build): the Fix step told you to fix before you triage
ed122d7e81e82000e2fb177820161ea89ab7cc6f	2026-07-30T21:07:44+08:00	fix(build): reviewers were given the implementer's low-confidence list
2fbf2d9796067397b2e20d75b5a2814d47bb4402	2026-07-30T20:55:12+08:00	fix(build): the second-reviewer rationale came back as an unsourced statistic
4105e9d6a999f054914af90185749ce4fae5dcf0	2026-07-30T20:49:45+08:00	docs(build): bring build.md into line with the shipped script
